KEYTAB_KEY;KEYTAB_KURZTEXT;KEYTAB_LANGTEXT_1;KEYTAB_LANGTEXT_2 
3821;Verwertung von Werkstoffen;Verwertung von Werkstoffen;
38211;Zerlegen von Schiffs- und Fahrzeugwracks und anderen Altwaren;Zerlegen von Schiffs- und Fahrzeugwracks und anderen Altwaren;
382111;Zerlegung von Fahrzeugen;Zerlegung von Fahrzeugen;
382112;Rückgewinnung von Elektroschrott;Rückgewinnung von Elektroschrott;
38212;Rückgewinnung sortierter Werkstoffe;Rückgewinnung sortierter Werkstoffe;
382121;Rückgewinnung von Eisenschrott, Stahlschrott;Rückgewinnung von Eisenschrott, Stahlschrott;
382122;Rückgewinnung von Altmaterialien und Reststoffen aus NE-Metallen a. n. g.;Rückgewinnung von Altmaterialien und Reststoffen aus NE-Metallen a. n. g.;
382123;Rückgewinnung von textilen Altmaterialien und Reststoffen;Rückgewinnung von textilen Altmaterialien und Reststoffen;
382124;Rückgewinnung von Altmaterialien und Reststoffen aus Papier;Rückgewinnung von Altmaterialien und Reststoffen aus Papier;
382125;Rückgewinnung von Altmaterialien und Reststoffen aus Glas;Rückgewinnung von Altmaterialien und Reststoffen aus Glas;
382126;Rückgewinnung von Altmaterialien und Reststoffen aus Kunststoffen;Rückgewinnung von Altmaterialien und Reststoffen aus Kunststoffen;
382127;Upcycling;Upcycling;
382129;Rückgewinnung von Altmaterialien und Reststoffen a. n. g.;Rückgewinnung von Altmaterialien und Reststoffen a. n. g.;
3822;Energetische Verwertung von Abfällen;Energetische Verwertung von Abfällen;
38220;Energetische Verwertung von Abfällen;Energetische Verwertung von Abfällen;
3823;Sonstige Verwertung von Abfällen;Sonstige Verwertung von Abfällen;
38230;Sonstige Verwertung von Abfällen;Sonstige Verwertung von Abfällen;
382301;Biologische Abfallbeseitigung, Kompostierung;Biologische Abfallbeseitigung, Kompostierung;
383;Abfallbeseitigung ohne Verwertung;Abfallbeseitigung ohne Verwertung;
3831;Verbrennung von Abfällen ohne energetische Verwertung;Verbrennung von Abfällen ohne energetische Verwertung;
38310;Verbrennung von Abfällen ohne energetische Verwertung;Verbrennung von Abfällen ohne energetische Verwertung;
3832;Deponierung oder Dauerlagerung von Abfällen;Deponierung oder Dauerlagerung von Abfällen;
38321;Deponierung oder Dauerlagerung von hoch radioaktiven Abfällen;Deponierung oder Dauerlagerung von hoch radioaktiven Abfällen;
38322;Deponierung oder Dauerlagerung von sonstigen Abfällen;Deponierung oder Dauerlagerung von sonstigen Abfällen;
3833;Sonstige Beseitigung von Abfällen;Sonstige Beseitigung von Abfällen;
38330;Sonstige Beseitigung von Abfällen;Sonstige Beseitigung von Abfällen;
39;Beseitigung von Umweltverschmutzungen und sonstige Tätigkeiten in der Abfallbewirtschaftung;Beseitigung von Umweltverschmutzungen und sonstige Tätigkeiten in der Abfallbewirtschaftung;
390;Beseitigung von Umweltverschmutzungen und sonstige Tätigkeiten in der Abfallbewirtschaftung;Beseitigung von Umweltverschmutzungen und sonstige Tätigkeiten in der Abfallbewirtschaftung;
3900;Beseitigung von Umweltverschmutzungen und sonstige Tätigkeiten in der Abfallbewirtschaftung;Beseitigung von Umweltverschmutzungen und sonstige Tätigkeiten in der Abfallbewirtschaftung;
39001;Dekontaminierung von Nuklearanlagen und -standorten;Dekontaminierung von Nuklearanlagen und -standorten;
39002;Beseitigung von Umweltverschmutzungen an Gebäuden;Beseitigung von Umweltverschmutzungen an Gebäuden;
390021;Asbestsanierung an Gebäuden;Asbestsanierung an Gebäuden;
39003;Beseitigung von anderen Umweltverschmutzungen und sonstige Tätigkeiten in der Abfallbewirtschaftung;Beseitigung von anderen Umweltverschmutzungen und sonstige Tätigkeiten in der Abfallbewirtschaftung;
41;Hochbau;Hochbau;
410;Hochbau;Hochbau;
4100;Hochbau;Hochbau;
41001;Bau von Gebäuden (ohne Fertigteilbau);Bau von Gebäuden (ohne Fertigteilbau);
410011;Bauunternehmung;Bauunternehmung;
4100110;Generalunternehmung;Generalunternehmung;
410012;Komplettsanierung von Gebäuden;Komplettsanierung von Gebäuden;
41002;Errichtung von Fertigteilbauten;Errichtung von Fertigteilbauten;
42;Tiefbau;Tiefbau;
421;Bau von Straßen und Bahnverkehrsstrecken;Bau von Straßen und Bahnverkehrsstrecken;
4211;Bau von Straßen;Bau von Straßen;
42110;Bau von Straßen;Bau von Straßen;
421101;Pflasterei;Pflasterei;
4212;Bau von Bahnverkehrsstrecken;Bau von Bahnverkehrsstrecken;
42120;Bau von Bahnverkehrsstrecken;Bau von Bahnverkehrsstrecken;
4213;Brücken- und Tunnelbau;Brücken- und Tunnelbau;
42130;Brücken- und Tunnelbau;Brücken- und Tunnelbau;
422;Bau von Versorgungseinrichtungen;Bau von Versorgungseinrichtungen;
4221;Rohrleitungstiefbau, Brunnenbau und Kläranlagenbau;Rohrleitungstiefbau, Brunnenbau und Kläranlagenbau;
42210;Rohrleitungstiefbau, Brunnenbau und Kläranlagenbau;Rohrleitungstiefbau, Brunnenbau und Kläranlagenbau;
422101;Rohrleitungstiefbau;Rohrleitungstiefbau;
4222;Bau von Versorgungseinrichtungen für Elektrizität und Telekommunikation;Bau von Versorgungseinrichtungen für Elektrizität und Telekommunikation;
42220;Bau von Versorgungseinrichtungen für Elektrizität und Telekommunikation;Bau von Versorgungseinrichtungen für Elektrizität und Telekommunikation;
429;Sonstiger Tiefbau;Sonstiger Tiefbau;
4291;Wasserbau;Wasserbau;
42910;Wasserbau;Wasserbau;
4299;Sonstiger Tiefbau a. n. g.;Sonstiger Tiefbau a. n. g.;
42991;Bau von Industrieanlagen, außer Gebäuden;Bau von Industrieanlagen, außer Gebäuden;
42999;Sonstiger Tiefbau a. n. g. (ohne Bau von Industrieanlagen);Sonstiger Tiefbau a. n. g. (ohne Bau von Industrieanlagen);
43;Vorbereitende Baustellenarbeiten, Bauinstallation und sonstiges Ausbaugewerbe;Vorbereitende Baustellenarbeiten, Bauinstallation und sonstiges Ausbaugewerbe;
431;Abbrucharbeiten und vorbereitende Baustellenarbeiten;Abbrucharbeiten und vorbereitende Baustellenarbeiten;
4311;Abbrucharbeiten;Abbrucharbeiten;
43110;Abbrucharbeiten;Abbrucharbeiten;
431101;Entkernung von Gebäuden;Entkernung von Gebäuden;
431102;Demontage von Industrieanlagen;Demontage von Industrieanlagen;
4312;Vorbereitende Baustellenarbeiten;Vorbereitende Baustellenarbeiten;
43120;Vorbereitende Baustellenarbeiten;Vorbereitende Baustellenarbeiten;
431201;Erdbewegungsarbeiten;Erdbewegungsarbeiten;
4313;Test- und Suchbohrung;Test- und Suchbohrung;
43130;Test- und Suchbohrung;Test- und Suchbohrung;
432;Bauinstallation;Bauinstallation;
4321;Elektroinstallation;Elektroinstallation;
43210;Elektroinstallation;Elektroinstallation;
432101;Installation von IT-Technik, Kommunikationstechnik, Medientechnik;Installation von IT-Technik, Kommunikationstechnik, Medientechnik;
432102;Installation von Feuermeldeanlagen, Einbruchdiebstahlalarmgeräten;Installation von Feuermeldeanlagen, Einbruchdiebstahlalarmgeräten;
432103;Installation von Solaranlagen, Photovoltaikanlagen;Installation von Solaranlagen, Photovoltaikanlagen;
4322;Gas-, Wasser-, Heizungs- sowie Lüftungs- und Klimainstallation;Gas-, Wasser-, Heizungs- sowie Lüftungs- und Klimainstallation;
43220;Gas-, Wasser-, Heizungs- sowie Lüftungs- und Klimainstallation;Gas-, Wasser-, Heizungs- sowie Lüftungs- und Klimainstallation;
4323;Einbau von Isolierungen;Einbau von Isolierungen;
43230;Einbau von Isolierungen;Einbau von Isolierungen;
432301;Holz- und Bautenschutz;Holz- und Bautenschutz;
4324;Sonstige Bauinstallation;Sonstige Bauinstallation;
43240;Sonstige Bauinstallation;Sonstige Bauinstallation;
432401;Installation von Aufzügen, Fahrtreppen;Installation von Aufzügen, Fahrtreppen;
432402;Installation von Ausrüstungen, Befestigungselementen;Installation von Ausrüstungen, Befestigungselementen;
432403;Verlegen von Kabeln im Hochbau;Verlegen von Kabeln im Hochbau;
432404;Industrieklettern;Industrieklettern;
433;Sonstiger Ausbau;Sonstiger Ausbau;
4331;Anbringen von Stuckaturen, Gipserei und Verputzerei;Anbringen von Stuckaturen, Gipserei und Verputzerei;
43310;Anbringen von Stuckaturen, Gipserei und Verputzerei;Anbringen von Stuckaturen, Gipserei und Verputzerei;
433101;Akustik- und Trockenbau;Akustik- und Trockenbau;
4332;Bautischlerei und -schlosserei;Bautischlerei und -schlosserei;
43321;Montage, Installation und Aufbau von Ständen auf Märkten, Ausstellungen und Messen;Montage, Installation und Aufbau von Ständen auf Märkten, Ausstellungen und Messen;
43322;Sonstige Bautischlerei und -schlosserei;Sonstige Bautischlerei und -schlosserei;
433221;Einbau von genormten Baufertigteilen;Einbau von genormten Baufertigteilen;
433222;Aufbau von Möbeln;Aufbau von Möbeln;
4333;Raumausstattung;Fußboden-, Fliesen- und Plattenlegerei, Tapeziererei;
43330;Fußboden-, Fliesen- und Plattenlegerei, Tapeziererei;Fußboden-, Fliesen- und Plattenlegerei, Tapeziererei;
433301;Raumausstattung;Raumausstattung;
4334;Malerei und Glaserei;Malerei und Glaserei;
43341;Malerei- und Lackiergewerbe;Malerei- und Lackiergewerbe;
43342;Glasergewerbe;Glasergewerbe;
4335;Sonstiger Ausbau;Sonstiger Ausbau;
43350;Sonstiger Ausbau;Sonstiger Ausbau;
433501;Bauhilfsdienstleistungen;Bauhilfsdienstleistungen;
434;Spezialisierte Bautätigkeiten im Hochbau;Spezialisierte Bautätigkeiten im Hochbau;
4341;Dachdeckerei und Zimmerei;Dachdeckerei und Zimmerei;
43411;Dachdeckerei und Bauspenglerei;Dachdeckerei und Bauspenglerei;
43412;Zimmerei und Ingenieurholzbau;Zimmerei und Ingenieurholzbau;
4342;Sonstige spezialisierte Bautätigkeiten im Hochbau;Sonstige spezialisierte Bautätigkeiten im Hochbau;
43421;Schornstein-, Feuerungs- und Industrieofenbau;Schornstein-, Feuerungs- und Industrieofenbau;
43429;Sonstige spezialisierte Bautätigkeiten im Hochbau a. n. g.;Sonstige spezialisierte Bautätigkeiten im Hochbau a. n. g.;
434291;Gebäudetrocknung;Gebäudetrocknung;
435;Spezialisierte Bautätigkeiten im Tiefbau;Spezialisierte Bautätigkeiten im Tiefbau;
4350;Spezialisierte Bautätigkeiten im Tiefbau;Spezialisierte Bautätigkeiten im Tiefbau;
43500;Spezialisierte Bautätigkeiten im Tiefbau;Spezialisierte Bautätigkeiten im Tiefbau;
435001;Markierung von Fahrbahnen, Aufstellen von Verkehrszeichen;Markierung von Fahrbahnen, Aufstellen von Verkehrszeichen;
435002;Straßensicherung;Straßensicherung;
436;Vermittlungstätigkeiten für spezialisierte Bautätigkeiten;Vermittlungstätigkeiten für spezialisierte Bautätigkeiten;
4360;Vermittlungstätigkeiten für spezialisierte Bautätigkeiten;Vermittlungstätigkeiten für spezialisierte Bautätigkeiten;
43600;Vermittlungstätigkeiten für spezialisierte Bautätigkeiten;Vermittlungstätigkeiten für spezialisierte Bautätigkeiten;
439;Sonstige spezialisierte Bautätigkeiten;Sonstige spezialisierte Bautätigkeiten;
4391;Maurerarbeiten;Maurerarbeiten;
43910;Maurerarbeiten;Maurerarbeiten;
4399;Sonstige spezialisierte Bautätigkeiten a. n. g.;Sonstige spezialisierte Bautätigkeiten a. n. g.;
43991;Gerüstbau;Gerüstbau;
43999;Alle anderen spezialisierten Bautätigkeiten a. n. g.;Alle anderen spezialisierten Bautätigkeiten a. n. g.;
439991;Brandsanierung, Wasserschadensanierung;Brandsanierung, Wasserschadensanierung;
439992;Baustahlarmierung, Eisenflechterei;Baustahlarmierung, Eisenflechterei;
439993;Betonbohrarbeiten, Betonsägearbeiten, Betonschneidearbeiten;Betonbohrarbeiten, Betonsägearbeiten, Betonschneidearbeiten;
46;Großhandel;Großhandel;
461;Handelsvermittlung;Handelsvermittlung;
4611;Tätigkeiten der Großhandelsvermittlung von landwirtschaftlichen Rohstoffen, lebenden Tieren;Tätigkeiten der Großhandelsvermittlung von landwirtschaftlichen Grundstoffen, lebenden Tieren, textilen Rohstoffen und Halbwaren;
46110;Tätigkeiten der Großhandelsvermittlung von landwirtschaftlichen Rohstoffen, lebenden Tieren;Tätigkeiten der Großhandelsvermittlung von landwirtschaftlichen Grundstoffen, lebenden Tieren, textilen Rohstoffen und Halbwaren;
4612;Tätigkeiten der Großhandelsvermittlung von Brennstoffen, Erzen, Metallen und technischen Chemikalien;Tätigkeiten der Großhandelsvermittlung von Brennstoffen, Erzen, Metallen und technischen Chemikalien;
46120;Tätigkeiten der Großhandelsvermittlung von Brennstoffen, Erzen, Metallen und technischen Chemikalien;Tätigkeiten der Großhandelsvermittlung von Brennstoffen, Erzen, Metallen und technischen Chemikalien;
4613;Tätigkeiten der Großhandelsvermittlung von Holz, Baustoffen und Anstrichmitteln;Tätigkeiten der Großhandelsvermittlung von Holz, Baustoffen und Anstrichmitteln;
46131;Tätigkeiten der Großhandelsvermittlung von Rohholz, Holzhalbwaren und Bauelementen aus Holz;Tätigkeiten der Großhandelsvermittlung von Rohholz, Holzhalbwaren und Bauelementen aus Holz;
46132;Tätigkeiten der Großhandelsvermittlung von Baustoffen und Anstrichmitteln;Tätigkeiten der Großhandelsvermittlung von Baustoffen und Anstrichmitteln;
461321;Tätigkeiten der Großhandelsvermittlung von Bauelementen aus Metall und Kunststoff;Tätigkeiten der Großhandelsvermittlung von Bauelementen aus Metall und Kunststoff;
46133;Tätigkeiten der Großhandelsvermittlung von Installationsbedarf Gas, Wasser, Heizung, Klimatechnik;Tätigkeiten der Großhandelsvermittlung von Installationsbedarf für Gas, Wasser, Heizung und Klimatechnik;
4614;Tätigkeiten der Großhandelsvermittlung von Maschinen, technischem Bedarf, Wasser- und Luftfahrzeugen;Tätigkeiten der Großhandelsvermittlung von Maschinen, technischem Bedarf, Wasser- und Luftfahrzeugen;
46141;Tätigkeiten der Großhandelsvermittlung von Wasser- und Luftfahrzeugen;Tätigkeiten der Großhandelsvermittlung von Wasser- und Luftfahrzeugen;
46142;Tätigkeiten der Großhandelsvermittlung von Büromaschinen, peripheren Geräten und Software;Tätigkeiten der Großhandelsvermittlung von Büromaschinen, Datenverarbeitungsgeräten, peripheren Geräten und Software;
46143;Tätigkeiten der Großhandelsvermittlung von Telekommgeräten, elektronischen Erzeugnissen a. n. g.;Tätigkeiten der Großhandelsvermittlung von Telekommunikationsgeräten sowie elektrotechnischen und elektronischen Erzeugnissen a. n. g.;
461431;Tätigkeiten der Großhandelsvermittlung von Solaranlagen, Photovoltaikanlagen;Tätigkeiten der Großhandelsvermittlung von Solaranlagen, Photovoltaikanlagen;
461432;Tätigkeiten der Großhandelsvermittlung von Telekommunikationsgeräten, Telefonzubehör;Tätigkeiten der Großhandelsvermittlung von Telekommunikationsgeräten, Telefonzubehör;
46144;Tätigkeiten der Großhandelsvermittlung von landwirtschaftlichen Maschinen und Geräten;Tätigkeiten der Großhandelsvermittlung von landwirtschaftlichen Maschinen und Geräten;
46149;Tätigkeiten der Großhandelsvermittlung von Maschinen und technischem Bedarf a. n. g.;Tätigkeiten der Großhandelsvermittlung von Maschinen (ohne landwirtschaftliche Maschinen und Büromaschinen) und technischem Bedarf a. n. g.;
461491;Tätigkeiten der Großhandelsvermittlung von Baumaschinen, Baugeräten;Tätigkeiten der Großhandelsvermittlung von Baumaschinen, Baugeräten;
461492;Tätigkeiten der Großhandelsvermittlung von technischem Bedarf für Hotel, Gastronomie ;Tätigkeiten der Großhandelsvermittlung von technischem Bedarf für Hotel, Gastronomie ;
4615;Tätigkeiten der Großhandelsvermittlung von Einrichtungs- und Haushaltsgegenständen, Metallwaren;Tätigkeiten der Großhandelsvermittlung von Möbeln, Einrichtungs- und Haushaltsgegenständen, Eisen- und Metallwaren;
46151;Tätigkeiten der Großhandelsvermittlung von Möbeln;Tätigkeiten der Großhandelsvermittlung von Möbeln;
46152;Tätigkeiten der Großhandelsvermittlung von Keramik, Glas, Holz a. n. g., Flecht- und Korbwaren;Tätigkeiten der Großhandelsvermittlung von keramischen Erzeugnissen, Glaswaren, Holzwaren a. n. g., sowie Flecht- und Korbwaren;
46153;Tätigkeiten der Großhandelsvermittlung von Geräten der Unterhaltungselektronik;Tätigkeiten der Großhandelsvermittlung von Geräten der Unterhaltungselektronik;
46154;Tätigkeiten der Großhandelsvermittlung von elektrischen Haushaltsgeräten;Tätigkeiten der Großhandelsvermittlung von elektrischen Haushaltsgeräten;
46155;Tätigkeiten der Großhandelsvermittlung von Werkzeugen;Tätigkeiten der Großhandelsvermittlung von Werkzeugen;
