KEYTAB_KEY;KEYTAB_KURZTEXT;KEYTAB_LANGTEXT_1;KEYTAB_LANGTEXT_2 
472403;Einzelhandel mit Speiseeis (nicht Eissalon);Einzelhandel mit Speiseeis (nicht Eissalon);
4725;Einzelhandel mit Getränken;Einzelhandel mit Getränken;
47250;Einzelhandel mit Getränken;Einzelhandel mit Getränken;
472501;Einzelhandel mit Wein, Spirituosen und sonstigen alkoholischen Getränken;Einzelhandel mit Wein, Spirituosen und sonstigen alkoholischen Getränken;
472502;Einzelhandel mit alkoholfreien Getränken;Einzelhandel mit alkoholfreien Getränken;
4726;Einzelhandel mit Tabakwaren;Einzelhandel mit Tabakwaren;
47260;Einzelhandel mit Tabakwaren;Einzelhandel mit Tabakwaren;
4727;Einzelhandel mit sonstigen Nahrungs- und Genussmitteln;Einzelhandel mit sonstigen Nahrungs- und Genussmitteln;
47270;Einzelhandel mit sonstigen Nahrungs- und Genussmitteln;Einzelhandel mit sonstigen Nahrungs- und Genussmitteln;
472701;Einzelhandel mit  Kaffee, Kakao;Einzelhandel mit  Kaffee, Kakao;
472702;Einzelhandel mit Tee;Einzelhandel mit Tee;
472703;Einzelhandel mit Würzen, Gewürzen, Essige, Ölen;Einzelhandel mit Würzen, Gewürzen, Essige, Ölen;
472704;Einzelhandel mit Reformwaren;Einzelhandel mit Reformwaren;
472705;Einzelhandel mit Bio-Naturkost;Einzelhandel mit Bio-Naturkost;
472706;Einzelhandel mit Nahrungsergänzungsmitteln;Einzelhandel mit Nahrungsergänzungsmitteln;
472707;Einzelhandel mit Milch, Milcherzeugnissen;Einzelhandel mit Milch, Milcherzeugnissen;
473;Einzelhandel mit Motorenkraftstoffen;Einzelhandel mit Motorenkraftstoffen;
4730;Einzelhandel mit Motorenkraftstoffen;Einzelhandel mit Motorenkraftstoffen;
47301;Einzelhandel in fremdem Namen mit Motorenkraftstoffen, Agenturtankstellen;Einzelhandel in fremdem Namen mit Motorenkraftstoffen, Agenturtankstellen;
473011;Betrieb einer Wasserstofftankstelle;Betrieb einer Wasserstofftankstelle;
473012;Betrieb einer Gastankstelle;Betrieb einer Gastankstelle;
47302;Einzelhandel in eigenem Namen mit Motorenkraftstoffen, Freie Tankstellen;Einzelhandel in eigenem Namen mit Motorenkraftstoffen, Freie Tankstellen;
474;Einzelhandel mit Geräten der Informations- und Kommunikationstechnik;Einzelhandel mit Geräten der Informations- und Kommunikationstechnik;
4740;Einzelhandel mit Geräten der Informations- und Kommunikationstechnik;Einzelhandel mit Geräten der Informations- und Kommunikationstechnik;
47401;Einzelhandel mit Datenverarbeitungsgeräten, peripheren Geräten und Software;Einzelhandel mit Datenverarbeitungsgeräten, peripheren Geräten und Software;
474011;Einzelhandel mit Hardware;Einzelhandel mit Hardware;
474012;Einzelhandel mit Software;Einzelhandel mit Software;
47402;Einzelhandel mit Telekommunikationsgeräten;Einzelhandel mit Telekommunikationsgeräten;
47403;Einzelhandel mit Geräten der Unterhaltungselektronik;Einzelhandel mit Geräten der Unterhaltungselektronik;
475;Einzelhandel mit sonstigen Haushaltsgeräten, Textilien, Heimwerker- und Einrichtungsbedarf;Einzelhandel mit sonstigen Haushaltsgeräten, Textilien, Heimwerker- und Einrichtungsbedarf;
4751;Einzelhandel mit Textilien;Einzelhandel mit Textilien;
47510;Einzelhandel mit Textilien;Einzelhandel mit Textilien;
475101;Einzelhandel mit Haushaltstextilien;Einzelhandel mit Haushaltstextilien;
475102;Einzelhandel mit Bettwaren;Einzelhandel mit Bettwaren;
475103;Einzelhandel mit Handarbeitsbedarf;Einzelhandel mit Handarbeitsbedarf;
4752;Einzelhandel mit Metallwaren, Anstrichmitteln, Bau- und Heimwerkerbedarf;Einzelhandel mit Metallwaren, Anstrichmitteln, Bau- und Heimwerkerbedarf;
47520;Einzelhandel mit Metallwaren, Anstrichmitteln, Bau- und Heimwerkerbedarf;Einzelhandel mit Metallwaren, Anstrichmitteln, Bau- und Heimwerkerbedarf;
475201;Einzelhandel mit Metallwaren, Kunststoffwaren;Einzelhandel mit Metallwaren, Kunststoffwaren;
4752011;Einzelhandel mit Badausstattung, Badzubehör;Einzelhandel mit Badausstattung, Badzubehör;
4752012;Einzelhandel mit Werkzeugen;Einzelhandel mit Werkzeugen;
4752013;Einzelhandel mit Kleineisenwaren;Einzelhandel mit Kleineisenwaren;
4752014;Einzelhandel mit Schildern, Stempeln;Einzelhandel mit Schildern, Stempeln;
4752015;Einzelhandel mit Bauelementen;Einzelhandel mit Bauelementen;
4752016;Einzelhandel mit Gartengeräten;Einzelhandel mit Gartengeräten;
4752017;Einzelhandel mit Sonnenschutz, Sichtschutz;Einzelhandel mit Sonnenschutz, Sichtschutz;
4752018;Einzelhandel mit Installationsbedarf Gas, Wasser, Heizung;Einzelhandel mit Installationsbedarf Gas, Wasser, Heizung;
475202;Einzelhandel mit Anstrichmitteln;Einzelhandel mit Anstrichmitteln;
475203;Einzelhandel mit Baubedarf, Heimwerkerbedarf;Einzelhandel mit Baubedarf, Heimwerkerbedarf;
4752031;Baumärkte;Baumärkte;
4752032;Einzelhandel mit Elektroinstallationszubehör;Einzelhandel mit Elektroinstallationszubehör;
4752033;Einzelhandel mit Solaranlagen, Photovoltaikanlagen;Einzelhandel mit Solaranlagen, Photovoltaikanlagen;
4752034;Einzelhandel mit elektrischen Ladestationen, Wandladestationen;Einzelhandel mit elektrischen Ladestationen, Wandladestationen;
4752035;Einzelhandel mit Fliesen;Einzelhandel mit Fliesen;
4752036;Einzelhandel mit Natursteinen;Einzelhandel mit Natursteinen;
4752039;Einzelhandel mit sonstigen Waren für Heimwerkerbedarf, Schnittholz, Baustoffe;Einzelhandel mit sonstigen Waren für Heimwerkerbedarf, Schnittholz, Baustoffe;
4753;Einzelhandel mit Vorhängen, Teppichen, Fußbodenbelägen und Tapeten;Einzelhandel mit Vorhängen, Teppichen, Fußbodenbelägen und Tapeten;
47530;Einzelhandel mit Vorhängen, Teppichen, Fußbodenbelägen und Tapeten;Einzelhandel mit Vorhängen, Teppichen, Fußbodenbelägen und Tapeten;
475301;Einzelhandel mit Tapeten, Fußbodenbelägen;Einzelhandel mit Tapeten, Fußbodenbelägen;
475302;Einzelhandel mit Teppichen;Einzelhandel mit Teppichen;
475303;Einzelhandel mit Heimtextilien;Einzelhandel mit Heimtextilien;
4754;Einzelhandel mit elektrischen Haushaltsgeräten;Einzelhandel mit elektrischen Haushaltsgeräten;
47540;Einzelhandel mit elektrischen Haushaltsgeräten;Einzelhandel mit elektrischen Haushaltsgeräten;
475401;Einzelhandel mit Einbruchdiebstahlalarmgeräten;Einzelhandel mit Einbruchdiebstahlalarmgeräten;
475402;Einzelhandel mit Elektronik, elektronischen Erzeugnissen;Einzelhandel mit Elektronik, elektronischen Erzeugnissen;
475403;Einzelhandel mit elektronischen Messgeräten, Prüfgeräten;Einzelhandel mit elektronischen Messgeräten, Prüfgeräten;
4755;Einzelhandel mit Möbeln, Einrichtungsgegenständen und sonstigem Hausrat;Einzelhandel mit Möbeln, Einrichtungsgegenständen und sonstigem Hausrat;
47551;Einzelhandel mit Wohnmöbeln;Einzelhandel mit Wohnmöbeln;
475511;Einzelhandel mit Küchen;Einzelhandel mit Küchen;
475512;Einzelhandel mit Büromöbeln;Einzelhandel mit Büromöbeln;
47552;Einzelhandel mit keramischen Erzeugnissen und Glaswaren;Einzelhandel mit keramischen Erzeugnissen und Glaswaren;
47559;Einzelhandel mit Haushaltsgegenständen a. n. g.;Einzelhandel mit Haushaltsgegenständen a. n. g.;
475591;Einzelhandel mit Dekorationsartikeln;Einzelhandel mit Dekorationsartikeln;
475592;Einzelhandel mit Campingmöbel, Gartenmöbel, Outdoormöbel;Einzelhandel mit Campingmöbel, Gartenmöbel, Outdoormöbel;
475593;Einzelhandel mit Lampen, Leuchten;Einzelhandel mit Lampen, Leuchten;
475594;Einzelhandel mit Holzwaren, Korkwaren, Flechtwaren, Korbwaren;Einzelhandel mit Holzwaren, Korkwaren, Flechtwaren, Korbwaren;
475595;Einzelhandel mit Kachelöfen, Kaminöfen (nicht elektrisch);Einzelhandel mit Kachelöfen, Kaminöfen (nicht elektrisch);
476;Einzelhandel mit Verlagsprodukten, Sportausrüstungen und Spielwaren;Einzelhandel mit Verlagsprodukten, Sportausrüstungen und Spielwaren;
4761;Einzelhandel mit Büchern;Einzelhandel mit Büchern;
47610;Einzelhandel mit Büchern;Einzelhandel mit Büchern;
4762;Einzelhandel mit Zeitschriften, Zeitungen, Schreibwaren und Bürobedarf;Einzelhandel mit Zeitschriften, Zeitungen, Schreibwaren und Bürobedarf;
47621;Einzelhandel mit Zeitschriften und Zeitungen;Einzelhandel mit Zeitschriften und Zeitungen;
47622;Einzelhandel mit Schreib- und Papierwaren, Schul- und Büroartikeln;Einzelhandel mit Schreib- und Papierwaren, Schul- und Büroartikeln;
476221;Einzelhandel mit  Bastelbedarf;Einzelhandel mit  Bastelbedarf;
4763;Einzelhandel mit Fahrrädern, Sport- und Campingartikeln;Einzelhandel mit Fahrrädern, Sport- und Campingartikeln;
47631;Einzelhandel mit Fahrrädern, E-Bikes, deren Teilen und Zubehör;Einzelhandel mit Fahrrädern, E-Bikes, deren Teilen und Zubehör;
47632;Einzelhandel mit Sport- und Campingartikeln (ohne Campingmöbel);Einzelhandel mit Sport- und Campingartikeln (ohne Campingmöbel);
476321;Einzelhandel mit Sportbekleidung, Bademoden;Einzelhandel mit Sportbekleidung, Bademoden;
476322;Einzelhandel mit Booten, Yachten, Bootsausstattung;Einzelhandel mit Booten, Yachten, Bootsausstattung;
4764;Einzelhandel mit Spielwaren;Einzelhandel mit Spielwaren;
47640;Einzelhandel mit Spielwaren;Einzelhandel mit Spielwaren;
476401;Einzelhandel mit Modellbau (Bastelsätze);Einzelhandel mit Modellbau (Bastelsätze);
476402;Einzelhandel mit Festartikeln, Scherzartikeln, Karnevalsartikeln;Einzelhandel mit Festartikeln, Scherzartikeln, Karnevalsartikeln;
476403;Einzelhandel mit Videospielen;Einzelhandel mit Videospielen;
476404;Einzelhandel mit Feuerwerksartikeln;Einzelhandel mit Feuerwerksartikeln;
4769;Einzelhandel mit Kunst- und Kulturerzeugnissen a. n. g.;Einzelhandel mit Kunst- und Kulturerzeugnissen a. n. g.;
47691;Einzelhandel mit bespielten Ton- und Bildträgern (ohne Audiobooks);Einzelhandel mit bespielten Ton- und Bildträgern (ohne Audiobooks);
47692;Einzelhandel mit Musikinstrumenten und Noten;Einzelhandel mit Musikinstrumenten und Noten;
47699;Einzelhandel mit sonstigen Kunst- und Kulturerzeugnissen a. n. g.;Einzelhandel mit sonstigen Kunst- und Kulturerzeugnissen a. n. g.;
476991;Einzelhandel mit Kunstgegenständen, Bildern (ohne Antiquitäten);Einzelhandel mit Kunstgegenständen, Bildern (ohne Antiquitäten);
476992;Einzelhandel mit kunstgewerblichen Erzeugnissen;Einzelhandel mit kunstgewerblichen Erzeugnissen;
476993;Einzelhandel mit Geschenkartikel;Einzelhandel mit Geschenkartikel;
4769931;Einzelhandel mit Souvenirs;Einzelhandel mit Souvenirs;
4769932;Einzelhandel mit Raucherartikeln;Einzelhandel mit Raucherartikeln;
476994;Einzelhandel mit Bilderrahmen;Einzelhandel mit Bilderrahmen;
476995;Einzelhandel mit Fanartikeln, Werbeartikeln, Vereinsbedarf, Merchandising;Einzelhandel mit Fanartikeln, Werbeartikeln, Vereinsbedarf, Merchandising;
476996;Einzelhandel mit Sammlerobjekten (Briefmarken, Münzen u.ä.);Einzelhandel mit Sammlerobjekten (Briefmarken, Münzen u.ä.);
477;Einzelhandel mit sonstigen Gütern, ohne Kraftwagen und Krafträder;Einzelhandel mit sonstigen Gütern, ohne Kraftwagen und Krafträder;
4771;Einzelhandel mit Bekleidung;Einzelhandel mit Bekleidung;
47710;Einzelhandel mit Bekleidung;Einzelhandel mit Bekleidung;
477101;Einzelhandel mit Wäsche, Strümpfe;Einzelhandel mit Wäsche, Strümpfe;
477102;Einzelhandel mit Berufsbekleidung;Einzelhandel mit Berufsbekleidung;
477103;Einzelhandel mit Bekleidungszubehör;Einzelhandel mit Bekleidungszubehör;
477104;Einzelhandel mit Kinderbekleidung, Bekleidungszubehör;Einzelhandel mit Kinderbekleidung, Bekleidungszubehör;
477105;Einzelhandel mit Trachtenmoden;Einzelhandel mit Trachtenmoden;
477106;Einzelhandel mit Brautausstattung, Abendmode;Einzelhandel mit Brautausstattung, Abendmode;
4772;Einzelhandel mit Schuhen und Lederwaren;Einzelhandel mit Schuhen und Lederwaren;
47721;Einzelhandel mit Schuhen;Einzelhandel mit Schuhen;
47722;Einzelhandel mit Lederwaren und Reisegepäck;Einzelhandel mit Lederwaren und Reisegepäck;
4773;Einzelhandel mit pharmazeutischen Erzeugnissen;Einzelhandel mit pharmazeutischen Erzeugnissen;
47730;Einzelhandel mit pharmazeutischen Erzeugnissen;Einzelhandel mit pharmazeutischen Erzeugnissen;
477301;Apotheken;Apotheken;
477302;Einzelhandel mit freiverkäuflichen Arzneimitteln ;Einzelhandel mit freiverkäuflichen Arzneimitteln ;
477303;Einzelhandel mit Tierarzneimitteln;Einzelhandel mit Tierarzneimitteln;
4774;Einzelhandel mit medizinischen und orthopädischen Artikeln;Einzelhandel mit medizinischen und orthopädischen Artikeln;
47741;Einzelhandel mit Brillen und Kontaktlinsen;Einzelhandel mit Brillen und Kontaktlinsen;
477411;Einzelhandel mit Kontaktlinsen, Brillen (ohne Anpassung);Einzelhandel mit Kontaktlinsen, Brillen (ohne Anpassung);
47742;Einzelhandel mit sonstigen medizinischen und orthopädischen Artikeln;Einzelhandel mit sonstigen medizinischen und orthopädischen Artikeln;
477421;Einzelhandel mit Hörgeräten;Einzelhandel mit Hörgeräten;
4775;Einzelhandel mit kosmetischen Erzeugnissen und Körperpflegemitteln;Einzelhandel mit kosmetischen Erzeugnissen und Körperpflegemitteln;
47750;Einzelhandel mit kosmetischen Erzeugnissen und Körperpflegemitteln;Einzelhandel mit kosmetischen Erzeugnissen und Körperpflegemitteln;
477501;Einzelhandel mit Drogerieartikeln ;Einzelhandel mit Drogerieartikeln ;
477502;Einzelhandel mit Perücken, Frisörbedarf;Einzelhandel mit Perücken, Frisörbedarf;
4776;Einzelhandel mit Blumen, Pflanzen, Düngemitteln, Tierfutter und Haustieren;Einzelhandel mit Blumen, Pflanzen, Düngemitteln, Tierfutter und Haustieren;
47761;Einzelhandel mit Blumen, Pflanzen, Sämereien und Düngemitteln;Einzelhandel mit Blumen, Pflanzen, Sämereien und Düngemitteln;
477611;Gartencenter;Gartencenter;
477612;Einzelhandel mit Baumschulware;Einzelhandel mit Baumschulware;
47762;Einzelhandel mit zoologischem Bedarf und lebenden Tieren;Einzelhandel mit zoologischem Bedarf und lebenden Tieren;
477621;Einzelhandel mit Tierfutter, Tierzubehör;Einzelhandel mit Tierfutter, Tierzubehör;
477622;Einzelhandel mit Heimtieren, Kleintieren;Einzelhandel mit Heimtieren, Kleintieren;
4777;Einzelhandel mit Uhren und Schmuck;Einzelhandel mit Uhren und Schmuck;
47770;Einzelhandel mit Uhren und Schmuck;Einzelhandel mit Uhren und Schmuck;
477703;Einzelhandel mit Modeschmuck;Einzelhandel mit Modeschmuck;
4778;Einzelhandel mit sonstigen Neuwaren;Einzelhandel mit sonstigen Neuwaren;
47781;Einzelhandel mit Foto- und optischen Erzeugnissen, ohne Augenoptik;Einzelhandel mit Foto- und optischen Erzeugnissen, ohne Augenoptik;
47789;Einzelhandel mit sonstigen Neuwaren a. n. g.;Einzelhandel mit sonstigen Neuwaren a. n. g.;
477891;Einzelhandel mit Reinigungsmitteln;Einzelhandel mit Reinigungsmitteln;
477892;Einzelhandel mit Maschinen (ohne elektrische Haushaltsgeräte, Büromaschinen);Einzelhandel mit Maschinen (ohne elektrische Haushaltsgeräte, Büromaschinen);
477893;Einzelhandel mit Brennstoffen ;Einzelhandel mit Brennstoffen ;
477894;Einzelhandel mit Handelswaffen, Munition, Jagdgeräten;Einzelhandel mit Handelswaffen, Munition, Jagdgeräten;
477895;Einzelhandel mit Angelbedarf;Einzelhandel mit Angelbedarf;
477896;Bedrucken von Textilien als Sofortservice;Bedrucken von Textilien als Sofortservice;
477897;Einzelhandel mit Systemen zur Wasseraufbereitung;Einzelhandel mit Systemen zur Wasseraufbereitung;
477898;Einzelhandel mit Feuerlöschgeräten;Einzelhandel mit Feuerlöschgeräten;
4779;Einzelhandel mit Antiquitäten und Gebrauchtwaren;Einzelhandel mit Antiquitäten und Gebrauchtwaren;
47791;Einzelhandel mit Antiquitäten und antiken Teppichen;Einzelhandel mit Antiquitäten und antiken Teppichen;
47792;Antiquariate;Antiquariate;
47799;Einzelhandel mit sonstigen Gebrauchtwaren a. n. g.;Einzelhandel mit sonstigen Gebrauchtwaren a. n. g.;
477991;Einzelhandel mit gebrauchter Bekleidung;Einzelhandel mit gebrauchter Bekleidung;
477992;Einzelhandel mit gebrauchten Möbeln;Einzelhandel mit gebrauchten Möbeln;
477993;Einzelhandel mit gebrauchten Elektronikartikeln;Einzelhandel mit gebrauchten Elektronikartikeln;
477994;Haushaltsauflösung (Räumung und Verkauf);Haushaltsauflösung (Räumung und Verkauf);
477995;Einzelhandel mit metallischen Altmaterialien, Reststoffen (Schrott);Einzelhandel mit metallischen Altmaterialien, Reststoffen (Schrott);
478;Einzelhandel mit Kraftwagen, Krafträdern, deren Teilen und Zubehör;Einzelhandel mit Kraftwagen, Krafträdern, deren Teilen und Zubehör;
4781;Einzelhandel mit Kraftwagen;Einzelhandel mit Kraftwagen;
47811;Einzelhandel mit Kraftwagen mit einem zulässigen Gesamtgewicht von 3,5 t oder weniger;Einzelhandel mit Kraftwagen mit einem zulässigen Gesamtgewicht von 3,5 t oder weniger;
478111;Einzelhandel mit gebrauchten Kraftwagen unter 3,5t;Einzelhandel mit gebrauchten Kraftwagen unter 3,5t;
47812;Einzelhandel mit Kraftwagen mit einem zulässigen Gesamtgewicht von mehr als 3,5 t;Einzelhandel mit Kraftwagen mit einem zulässigen Gesamtgewicht von mehr als 3,5 t;
478121;Einzelhandel mit Wohnwagen, Wohnmobilen;Einzelhandel mit Wohnwagen, Wohnmobilen;
4782;Einzelhandel mit Kraftwagenteilen und -zubehör;Einzelhandel mit Kraftwagenteilen und -zubehör;
47820;Einzelhandel mit Kraftwagenteilen und -zubehör;Einzelhandel mit Kraftwagenteilen und -zubehör;
478201;Einzelhandel mit Bereifungen;Einzelhandel mit Bereifungen;
4783;Einzelhandel mit Krafträdern, Kraftradteilen und -zubehör;Einzelhandel mit Krafträdern, Kraftradteilen und -zubehör;
47830;Einzelhandel mit Krafträdern, Kraftradteilen und -zubehör;Einzelhandel mit Krafträdern, Kraftradteilen und -zubehör;
479;Vermittlungstätigkeiten für den Einzelhandel;Vermittlungstätigkeiten für den Einzelhandel;
4791;Vermittlungstätigkeiten für den Einzelhandel ohne ausgeprägten Schwerpunkt;Vermittlungstätigkeiten für den Einzelhandel ohne ausgeprägten Schwerpunkt;
47911;Versteigerungsgewerbe im Einzelhandel ohne ausgeprägten Schwerpunkt;Versteigerungsgewerbe im Einzelhandel ohne ausgeprägten Schwerpunkt;
479111;Auktionshaus;Auktionshaus;
47912;Sonstige Vermittlungstätigkeiten für den Einzelhandel ohne ausgeprägten Schwerpunkt;Sonstige Vermittlungstätigkeiten für den Einzelhandel ohne ausgeprägten Schwerpunkt;
4792;Vermittlungstätigkeiten für den Einzelhandel mit ausgeprägtem Schwerpunkt;Vermittlungstätigkeiten für den Einzelhandel mit ausgeprägtem Schwerpunkt;
47921;Versteigerungsgewerbe im Einzelhandel mit ausgeprägtem Schwerpunkt;Versteigerungsgewerbe im Einzelhandel mit ausgeprägtem Schwerpunkt;
47922;Sonstige Vermittlungstätigkeiten für den Einzelhandel mit ausgeprägtem Schwerpunkt;Sonstige Vermittlungstätigkeiten für den Einzelhandel mit ausgeprägtem Schwerpunkt;
49;Landverkehr und Transport in Rohrfernleitungen;Landverkehr und Transport in Rohrfernleitungen;
491;Personenbeförderung im Schienenverkehr;Personenbeförderung im Schienenverkehr;
4911;Personenbeförderung im Eisenbahnverkehr;Personenbeförderung im Eisenbahnverkehr;
49110;Personenbeförderung im Eisenbahnverkehr;Personenbeförderung im Eisenbahnverkehr;
4912;Sonstige Personenbeförderung im Schienenverkehr;Sonstige Personenbeförderung im Schienenverkehr;
49120;Sonstige Personenbeförderung im Schienenverkehr;Sonstige Personenbeförderung im Schienenverkehr;
492;Güterbeförderung im Schienenverkehr;Güterbeförderung im Schienenverkehr;
4920;Güterbeförderung im Schienenverkehr;Güterbeförderung im Schienenverkehr;
49200;Güterbeförderung im Schienenverkehr;Güterbeförderung im Schienenverkehr;
493;Sonstige Personenbeförderung im Landverkehr;Sonstige Personenbeförderung im Landverkehr;
4931;Personenbeförderung im Linienverkehr auf der Straße;Personenbeförderung im Linienverkehr auf der Straße;
49310;Personenbeförderung im Linienverkehr auf der Straße;Personenbeförderung im Linienverkehr auf der Straße;
4932;Personenbeförderung im Gelegenheitsverkehr auf der Straße;Personenbeförderung im Gelegenheitsverkehr auf der Straße;
49320;Personenbeförderung im Gelegenheitsverkehr auf der Straße;Personenbeförderung im Gelegenheitsverkehr auf der Straße;
4933;Personenbeförderung mit Fahrzeug mit Fahrer auf Abruf;Personenbeförderung mit Fahrzeug mit Fahrer auf Abruf;
49330;Personenbeförderung mit Fahrzeug mit Fahrer auf Abruf;Personenbeförderung mit Fahrzeug mit Fahrer auf Abruf;
493301;Taxi;Taxi;
493302;Mietwagen mit Fahrer auf Abruf;Mietwagen mit Fahrer auf Abruf;
493303;Behinderten-Fahrdienste;Behinderten-Fahrdienste;
4934;Personenbeförderung mit Seilbahnen und Skiliften;Personenbeförderung mit Seilbahnen und Skiliften;
49340;Personenbeförderung mit Seilbahnen und Skiliften;Personenbeförderung mit Seilbahnen und Skiliften;
4939;Sonstige Personenbeförderung im Landverkehr a. n. g.;Sonstige Personenbeförderung im Landverkehr a. n. g.;
49390;Sonstige Personenbeförderung im Landverkehr a. n. g.;Sonstige Personenbeförderung im Landverkehr a. n. g.;
493901;Fahrradtaxi, Velotaxi;Fahrradtaxi, Velotaxi;
494;Güterbeförderung im Straßenverkehr, Umzugstransporte;Güterbeförderung im Straßenverkehr, Umzugstransporte;
4941;Güterbeförderung im Straßenverkehr;Güterbeförderung im Straßenverkehr;
49410;Güterbeförderung im Straßenverkehr;Güterbeförderung im Straßenverkehr;
494101;Erlaubnisfreier Straßengüterverkehr (ohne Umzugstransporte);Erlaubnisfreier Straßengüterverkehr (ohne Umzugstransporte);
494102;Holztransporte;Holztransporte;
494103;Tiertransporte;Tiertransporte;
494104;Kraftwagentransporte;Kraftwagentransporte;
494105;Schwertransporte;Schwertransporte;
494106;Tankwagentransporte;Tankwagentransporte;
494107;Betontransporte;Betontransporte;
4942;Umzugstransporte;Umzugstransporte;
49420;Umzugstransporte;Umzugstransporte;
495;Transport in Rohrfernleitungen;Transport in Rohrfernleitungen;
4950;Transport in Rohrfernleitungen;Transport in Rohrfernleitungen;
49501;Transport von Gas zur Energieversorgung in Rohrfernleitungen;Transport von Gas zur Energieversorgung in Rohrfernleitungen;
49502;Sonstiger Transport in Rohrfernleitungen;Sonstiger Transport in Rohrfernleitungen;
50;Schifffahrt;Schifffahrt;
501;Personenbeförderung in der Hochsee- und Küstenschifffahrt;Personenbeförderung in der Hochsee- und Küstenschifffahrt;
5010;Personenbeförderung in der Hochsee- und Küstenschifffahrt;Personenbeförderung in der Hochsee- und Küstenschifffahrt;
50100;Personenbeförderung in der Hochsee- und Küstenschifffahrt;Personenbeförderung in der Hochsee- und Küstenschifffahrt;
501001;Betrieb von Ausflugsschiffen, Kreuzfahrtschiffen;Betrieb von Ausflugsschiffen, Kreuzfahrtschiffen;
501002;Betrieb von Fähren, Wassertaxis;Betrieb von Fähren, Wassertaxis;
501003;Vermietung von Wasserfahrzeugen mit Besatzung;Vermietung von Wasserfahrzeugen mit Besatzung;
502;Güterbeförderung in der Hochsee- und Küstenschifffahrt;Güterbeförderung in der Hochsee- und Küstenschifffahrt;
5020;Güterbeförderung in der Hochsee- und Küstenschifffahrt;Güterbeförderung in der Hochsee- und Küstenschifffahrt;
50200;Güterbeförderung in der Hochsee- und Küstenschifffahrt;Güterbeförderung in der Hochsee- und Küstenschifffahrt;
503;Personenbeförderung in der Binnenschifffahrt;Personenbeförderung in der Binnenschifffahrt;
5030;Personenbeförderung in der Binnenschifffahrt;Personenbeförderung in der Binnenschifffahrt;
50300;Personenbeförderung in der Binnenschifffahrt;Personenbeförderung in der Binnenschifffahrt;
504;Güterbeförderung in der Binnenschifffahrt;Güterbeförderung in der Binnenschifffahrt;
5040;Güterbeförderung in der Binnenschifffahrt;Güterbeförderung in der Binnenschifffahrt;
50400;Güterbeförderung in der Binnenschifffahrt;Güterbeförderung in der Binnenschifffahrt;
51;Luftfahrt;Luftfahrt;
511;Personenbeförderung in der Luftfahrt;Personenbeförderung in der Luftfahrt;
5110;Personenbeförderung in der Luftfahrt;Personenbeförderung in der Luftfahrt;
51100;Personenbeförderung in der Luftfahrt;Personenbeförderung in der Luftfahrt;
512;Güterbeförderung in der Luftfahrt und Raumtransport;Güterbeförderung in der Luftfahrt und Raumtransport;
5121;Güterbeförderung in der Luftfahrt;Güterbeförderung in der Luftfahrt;
51210;Güterbeförderung in der Luftfahrt;Güterbeförderung in der Luftfahrt;
5122;Raumtransport;Raumtransport;
51220;Raumtransport;Raumtransport;
52;Lagerei sowie Erbringung von sonstigen Dienstleistungen für den Verkehr;Lagerei sowie Erbringung von sonstigen Dienstleistungen für den Verkehr;
521;Lagerei;Lagerei;
5210;Lagerei;Lagerei;
52100;Lagerei;Lagerei;
522;Erbringung von sonstigen Dienstleistungen für den Verkehr;Erbringung von sonstigen Dienstleistungen für den Verkehr;
5221;Erbringung von sonstigen Dienstleistungen für den Landverkehr;Erbringung von sonstigen Dienstleistungen für den Landverkehr;
52211;Betrieb von Parkhäusern und Parkplätzen;Betrieb von Parkhäusern und Parkplätzen;
52212;Betrieb von Verkehrswegen für Straßenfahrzeuge;Betrieb von Verkehrswegen für Straßenfahrzeuge;
52213;Betrieb von Verkehrswegen für Schienenfahrzeuge;Betrieb von Verkehrswegen für Schienenfahrzeuge;
52214;Betrieb von Bahnhöfen für den Personenverkehr einschließlich Omnibusbahnhöfen;Betrieb von Bahnhöfen für den Personenverkehr einschließlich Omnibusbahnhöfen;
52219;Erbringung von sonstigen Dienstleistungen für den Landverkehr a. n. g.;Erbringung von sonstigen Dienstleistungen für den Landverkehr a. n. g.;
522191;Abschleppdienste, Pannenhilfedienste;Abschleppdienste, Pannenhilfedienste;
522192;Winterstellplätze für Wohnwagen, Wohnmobile;Winterstellplätze für Wohnwagen, Wohnmobile;
522193;Überführung von einzelnen Kraftfahrzeugen;Überführung von einzelnen Kraftfahrzeugen;
5222;Erbringung von sonstigen Dienstleistungen für die Schifffahrt;Erbringung von sonstigen Dienstleistungen für die Schifffahrt;
52221;Betrieb von Häfen;Betrieb von Häfen;
52229;Erbringung von sonstigen Dienstleistungen für die Schifffahrt a. n. g.;Erbringung von sonstigen Dienstleistungen für die Schifffahrt a. n. g.;
522291;Betrieb von Kreuzfahrtterminals;Betrieb von Kreuzfahrtterminals;
522292;Betrieb von Containerterminals;Betrieb von Containerterminals;
522293;Winterstellplätze für Boote, Yachten;Winterstellplätze für Boote, Yachten;
522294;Bereederung von Schiffen;Bereederung von Schiffen;
522295;Bootshaus;Bootshaus;
5223;Erbringung von sonstigen Dienstleistungen für die Luftfahrt;Erbringung von sonstigen Dienstleistungen für die Luftfahrt;
52231;Betrieb von Flughäfen und Landeplätzen für Luftfahrzeuge;Betrieb von Flughäfen und Landeplätzen für Luftfahrzeuge;
