"Hefter für Bürozwecke, Großhandel";"46.49.6"
"Hefter für Bürozwecke, Handelsvermittlung";"46.18.8"
"Heftklammern, zusammenhängend in Streifen, aus unedlen Metallen, Herstellung";"25.99.9"
"Heftklammern aus Metall, zusammenhängend in Streifen, Einzelhandel";"47.55.9"
"Heftklammern aus Metall, zusammenhängend in Streifen, Großhandel";"46.49.6"
"Heftklammern aus Metall, zusammenhängend in Streifen, Handelsvermittlung";"46.18.8"
"Heftmaschinen, -zangen mit Federmechanismus (nicht für Bürozwecke), Einzelhandel";"47.52.0"
"Heftmaschinen, -zangen mit Federmechanismus (nicht für Bürozwecke), Großhandel";"46.84.1"
"Heftmaschinen, -zangen mit Federmechanismus (nicht für Bürozwecke), Handelsvermittlung";"46.15.5"
"Heftmaschinen, -zangen mit Federmechanismus (nicht für Bürozwecke), Herstellung";"25.63.1"
"Heftmaschinen (nicht für Bürozwecke), Herstellung";"28.24.0"
"Heftmaschinen für Bürozwecke, Einzelhandel";"47.40.1"
"Heftmaschinen für Bürozwecke, Großhandel";"46.50.3"
"Heftmaschinen für Bürozwecke, Handelsvermittlung";"46.14.2"
"Heftmaschinen für Bürozwecke, Herstellung";"28.23.0"
"Heftmaschinen für die Buchbinderei, Großhandel";"46.64.5"
"Heftmaschinen für die Buchbinderei, Handelsvermittlung";"46.14.9"
"Heftmaschinen für die Buchbinderei, Herstellung";"28.94.0"
"Heilanstalten (Hochschulkliniken)";"86.10.2"
"Heilanstalten (Krankenhäuser)";"86.10.1"
"Heilanstalten (Vorsorge- und Rehabilitationskliniken)";"86.10.3"
"Heilbäder";"86.99.0"
"Heilerde, Gewinnung";"08.99.0"
"Heilgymnastikpraxen";"86.95.1"
"Heiligungsbewegungen (Religionsgemeinschaften)";"94.91.0"
"Heilmagnetiseurpraxen";"86.96.0"
"Heilmittel (pharmazeutische Erzeugnisse), Großhandel";"46.46.1"
"Heilmittel (pharmazeutische Erzeugnisse), Handelsvermittlung";"46.18.6"
"Heilmittel (pharmazeutische Erzeugnisse), Herstellung";"21.20.0"
"Heilpädagoge mit Schwerpunkt der Behandlung von körperlichen Beeinträchtigungen";"86.99.0"
"Heilpädagogisches Reiten (durch Psychotherapeuten geleitet)";"86.93.0"
"Heilpädagogisches Reiten";"85.51.0"
"Heilpflanzen, Anbau";"01.28.0"
"Heilpflanzen, Kräuter, Sammeln";"02.30.0"
"Heilpraktikerpraxen, veterinärmedizinische";"75.00.9"
"Heilpraktikerpraxen (nicht Arztpraxen)";"86.96.0"
"Heilpraktikerschule (berufliche Erwachsenenbildung)";"85.59.2"
"Heilsarmee";"94.91.0"
"Heilwasser, natürlich, Abfüllung";"11.07.0"
"Heimatmuseen";"91.21.0"
"Heime, als Erholungs- und Ferienheime betrieben";"55.20.1"
"Heime, teilstationär (Altenpflegeheime)";"87.10.3"
"Heime, teilstationär (Einrichtungen zur Eingliederung und Pflege von Menschen mit Behinderung; nicht Rehabilitationskliniken)";"87.10.3"
"Heime, vollstationär (Altenpflegeheime)";"87.10.2"
"Heime, vollstationär (Einrichtungen zur Eingliederung und Pflege von Menschen mit Behinderung; nicht Rehabilitationskliniken)";"87.10.2"
"Heime (Altenheime)";"87.30.1"
"Heime (Altenwohnheime)";"87.30.1"
"Heime (Obdachlosenheime)";"87.99.9"
"Heime (Wohnheime für Menschen mit Behinderung)";"87.30.2"
"Heime (Wohnheime für Schüler/innen, Auszubildende, Student(en/innen) und Berufstätige; nicht Erziehungsheime)";"55.90.0"
"Heime der freiwilligen Erziehungshilfe";"87.99.1"
"Heime für Säuglinge, Kinder und Jugendliche";"87.99.1"
"Heime und Wohngruppen für Kinder und Jugendliche, stationäre Hilfen zur Erziehung";"87.99.1"
"Heimtextilien, Einzelhandel";"47.53.0"
"Heimtierbedarfsartikel, Großhandel";"46.49.9"
"Heimtierfutter, Einzelhandel";"47.76.2"
"Heimtierfutter, Großhandel";"46.38.9"
"Heimtierfutter, Handelsvermittlung";"46.11.0"
"Heimtierfutter, Herstellung";"10.92.0"
"Heimtrainer (Gymnastikgeräte), Einzelhandel";"47.63.2"
"Heimtrainer (Gymnastikgeräte), Großhandel";"46.49.4"
"Heimtrainer (Gymnastikgeräte), Handelsvermittlung";"46.18.9"
"Heimtrainer (Gymnastikgeräte), Herstellung";"32.30.0"
"Heim- und Haustextilien, Einzelhandel";"47.51.0"
"Heim- und Haustextilien, Großhandel";"46.41.0"
"Heim- und Haustextilien, Handelsvermittlung";"46.16.3"
"Heim- und Kleintiere, Einzelhandel";"47.76.2"
"Heim- und Kleintiere, Großhandel";"46.23.0"
"Heim- und Kleintiere, Handelsvermittlung";"46.11.0"
"Heimwerkerbedarf, Einzelhandel";"47.52.0"
"Heimwerkerbedarfvermietung";"77.22.0"
"Heimwerkermärkte auf der Einzelhandelsstufe";"47.52.0"
"Heirats- und Partnervermittlung";"96.99.9"
"Heißfolienprägung";"22.25.0"
"Heißklebepistolen, Herstellung";"25.63.9"
"Heißluftballone, Herstellung";"30.31.0"
"Heißluftgeräte für den Haushalt, nichtelektrische, Einzelhandel";"47.55.9"
"Heißluftgeräte für den Haushalt, nichtelektrische, Großhandel";"46.49.9"
"Heißluftgeräte für den Haushalt, nichtelektrische, Handelsvermittlung";"46.15.6"
"Heißluftgeräte für den Haushalt, nichtelektrische, Herstellung";"28.21.9"
"Heißluftkocher für den Haushalt, elektrische, Einzelhandel";"47.54.0"
"Heißluftkocher für den Haushalt, elektrische, Großhandel";"46.43.2"
"Heißluftkocher für den Haushalt, elektrische, Handelsvermittlung";"46.15.4"
"Heißluftkocher für den Haushalt, elektrische, Herstellung";"27.51.0"
"Heißluftkohlenherde, Großhandel";"46.49.9"
"Heißluftkohlenherde, Handelsvermittlung";"46.15.6"
"Heißluftkohlenherde, Herstellung";"28.21.9"
"Heißmangeleien für gewerbliche Kunden";"96.10.1"
"Heißmangeleien für Privatkunden";"96.10.2"
"Heißwasserbereiter für den Haushalt, elektrische, Einzelhandel";"47.54.0"
"Heißwasserbereiter für den Haushalt, elektrische, Großhandel";"46.43.2"
"Heißwasserbereiter für den Haushalt, elektrische, Handelsvermittlung";"46.15.4"
"Heißwasserbereiter für den Haushalt, nichtelektrische, Großhandel";"46.49.9"
"Heißwasserbereiter für den Haushalt, nichtelektrische, Handelsvermittlung";"46.15.6"
"Heißwasserbereiter für den Haushalt, nichtelektrische, Herstellung";"28.21.9"
"Heizanlagen, Einzelhandel";"47.52.0"
"Heizdampferzeugung";"35.30.1"
"Heizdecken für den Haushalt, elektrische, Einzelhandel";"47.54.0"
"Heizdecken für den Haushalt, elektrische, Großhandel";"46.83.1"
"Heizdecken für den Haushalt, elektrische, Handelsvermittlung";"46.15.4"
"Heizdecken für den Haushalt, elektrische, Herstellung";"27.51.0"
"Heizeinsätze, Teile für Kachelöfen für den Haushalt, Herstellung";"28.21.9"
"Heizgas aus der Mineralölverarbeitung, Großhandel";"46.81.0"
"Heizgas aus der Mineralölverarbeitung, Handelsvermittlung";"46.12.0"
"Heizgas aus der Mineralölverarbeitung, Herstellung";"19.20.0"
"Heizgeräte für den Haushalt, nichtelektrische, Großhandel";"46.49.9"
"Heizgeräte für den Haushalt, nichtelektrische, Handelsvermittlung";"46.15.6"
"Heizkessel, Einzelhandel";"47.52.0"
"Heizkessel, Großhandel";"46.84.2"
"Heizkessel, Handelsvermittlung";"46.13.3"
"Heizkessel für Zentralheizungsanlagen, Herstellung";"28.21.9"
"Heizkessel mit industrieller Kapazität (z. B. für die Fernheizung), Installation";"33.20.0"
"Heizkörper für Zentralheizungen, Einzelhandel";"47.52.0"
"Heizkörper für Zentralheizungen, Großhandel";"46.84.2"
"Heizkörper für Zentralheizungen, Handelsvermittlung";"46.13.3"
"Heizkörper für Zentralheizungen, Herstellung";"25.21.1"
"Heizkörperverkleidungen aus Holz, Einzelhandel";"47.52.0"
"Heizkörperverkleidungen aus Holz, Großhandel";"46.83.2"
"Heizkörperverkleidungen aus Holz, Handelsvermittlung";"46.13.1"
"Heizkörperverkleidungen aus Holz, Herstellung";"16.23.0"
"Heizkörperverkleidungseinbau";"43.32.2"
"Heizkostenverteiler-Wärmemengenzähler, elektronische, Großhandel";"46.64.6"
"Heizkostenverteiler-Wärmemengenzähler, elektronische, Handelsvermittlung";"46.14.3"
"Heizkostenverteiler-Wärmemengenzähler, elektronische, Herstellung";"26.51.1"
"Heizkostenverteiler-Wärmemengenzähler, feinmechanische, Herstellung";"26.51.2"
"Heizkostenverteiler-Wärmemengenzähler, nichtelektronische, Einzelhandel";"47.78.1"
"Heizkostenverteiler-Wärmemengenzähler, nichtelektronische, Großhandel";"46.49.9"
"Heizkostenverteiler-Wärmemengenzähler, nichtelektronische, Handelsvermittlung";"46.18.4"
"Heizkostenverteilung";"82.99.9"
"Heizkraftwerke zur Wärmeerzeugung, Betrieb von";"35.30.1"
"Heizlüfter für den Haushalt, elektrische, Einzelhandel";"47.54.0"
"Heizlüfter für den Haushalt, elektrische, Großhandel";"46.43.2"
"Heizlüfter für den Haushalt, elektrische, Handelsvermittlung";"46.15.4"
"Heizlüfter für den Haushalt, tragbare, elektrische, Herstellung";"27.51.0"
"Heizöl, Großhandel";"46.81.0"
"Heizöl, Handelsvermittlung";"46.12.0"
"Heizöl, Herstellung";"19.20.0"
"Heizöl (Einzelhandel, Lager mit Brennstoffen)";"47.78.9"
"Heizöllagertanks aus Kunststoff, Herstellung";"22.24.0"
"Heizöllagertanks aus Stahl mit einem Fassungsvermögen von 300 l oder weniger, Herstellung";"25.91.0"
"Heizöllagertanks aus Stahl mit einem Fassungsvermögen von mehr als 300 l, Herstellung";"25.22.0"
"Heiztechnik (Herstellung von Öfen und Brennern)";"28.21.9"
"Heizungen für Kraftwagen, Einzelhandel";"47.82.0"
"Heizungen für Kraftwagen, Großhandel";"46.72.0"
"Heizungen für Kraftwagen, Großhandelsvermittlung";"46.18.2"
"Heizungen für Kraftwagen, Herstellung";"29.32.0"
"Heizungsarmaturen, Einzelhandel";"47.52.0"
"Heizungsarmaturen, Großhandel";"46.84.2"
"Heizungsarmaturen, Handelsvermittlung";"46.13.3"
"Heizungsarmaturen (nicht aus Gummi, Glas oder Keramik), Herstellung";"28.14.0"
"Heizungsbau";"43.22.0"
"Heizungsboiler aus Stahl, Einzelhandel";"47.52.0"
"Heizungsboiler aus Stahl, Großhandel";"46.84.2"
"Heizungsboiler aus Stahl, Handelsvermittlung";"46.13.3"
"Heizungsboiler aus Stahl mit einem Fassungsvermögen von 300 l oder weniger, Herstellung";"25.91.0"
"Heizungsboiler aus Stahl mit einem Fassungsvermögen von mehr als 300 l, Herstellung";"25.22.0"
"Heizungsinstallation (Installation von Elektroheizungen in Bauwerken)";"43.22.0"
"Heizungsinstallation in Bauwerken";"43.22.0"
"Heizungstechnische Fachplanung durch Ingenieurbüros";"71.12.3"
"Heizungsumwälzpumpen, Einzelhandel";"47.52.0"
"Heizungsumwälzpumpen, Großhandel";"46.84.2"
"Heizungsumwälzpumpen, Handelsvermittlung";"46.13.3"
"Heizungsumwälzpumpen, Herstellung";"28.13.0"
"Heizungsverbrauchsmesser ablesen";"82.99.9"
"Heizungsverbrauchsmesserablesung und -abrechnung";"82.99.9"
"Heizwiderstände, elektrische, Herstellung";"27.51.0"
"Heizwiderstände (Teile für Maschinen, Apparate und Geräte, z.B. in Form von Stäben und Stangen aus Kohle oder Graphit), Großhandel";"46.64.6"
"Heizwiderstände (Teile für Maschinen, Apparate und Geräte, z.B. in Form von Stäben und Stangen aus Kohle oder Graphit), Handelsvermittlung";"46.14.3"
"Heizwiderstände (Teile für Maschinen, Apparate und Geräte, z.B. in Form von Stäben und Stangen aus Kohle oder Graphit), Herstellung";"27.90.0"
"Hektographen, Einzelhandel";"47.40.1"
"Hektographen, Großhandel";"46.50.3"
"Hektographen, Handelsvermittlung";"46.14.2"
"Hektographen, Herstellung";"28.23.0"
"Helikopter, für militärische Zwecke, Herstellung";"30.32.0"
"Helikopter, für zivile Zwecke, Herstellung";"30.31.0"
"Helikopter, Großhandel";"46.64.3"
"Helikopter, Handelsvermittlung";"46.14.1"
"Hellseher/innen (Illusionist(en/innen)), selbstständige";"90.20.5"
"Helvetisches Bekenntnis (Religionsgemeinschaft)";"94.91.0"
"Hemden, Einzelhandel";"47.71.0"
"Hemden, Großhandel";"46.42.1"
"Hemden, Handelsvermittlung";"46.16.1"
"Hemdenstoff, Großhandel";"46.41.0"
"Hemdenstoff, Handelsvermittlung";"46.16.3"
"Hemdenstoffe, gewebt, Herstellung";"13.20.0"
"Hemdenstoffe, gewirkt oder gestrickt, Herstellung";"13.91.0"
"Hengsthaltung innerhalb landwirtschaftlicher Betriebe";"01.43.0"
"Heparin und seine Salze, Großhandel";"46.46.1"
"Heparin und seine Salze, Handelsvermittlung";"46.18.6"
"Heparin und seine Salze, Herstellung";"21.10.0"
"Heraldik, Wappenkunde";"72.20.0"
"Heraldiker (Wappenforscher)";"72.20.0"
"Herausgabe von Geschenkgutscheinen, z. B. Hotelgutscheinen";"82.99.9"
"Herbizide, Großhandel";"46.85.0"
"Herbizide, Handelsvermittlung";"46.13.2"
"Herbizide, Herstellung";"20.20.0"
"Herde für den Haushalt, elektrische, Einzelhandel";"47.54.0"
"Herde für den Haushalt, elektrische, Großhandel";"46.43.2"
"Herde für den Haushalt, elektrische, Handelsvermittlung";"46.15.4"
"Herde für den Haushalt, elektrische, Herstellung";"27.51.0"
"Herde für den Haushalt, nichtelektrische, Großhandel";"46.49.9"
"Herde für den Haushalt, nichtelektrische, Handelsvermittlung";"46.15.6"
"Herde für den Haushalt, nichtelektrische, Herstellung";"27.52.0"
"Herdenprüfung im Lohnauftrag";"01.62.0"
"Herkunftsbestimmung von Vorfahren";"96.99.9"
"Herrenanzüge, Einzelhandel";"47.71.0"
"Herrenanzüge, Großhandel";"46.42.1"
"Herrenanzüge, Handelsvermittlung";"46.16.1"
"Herrenanzüge, Herstellung";"14.21.1"
"Herrenboutiquen";"47.71.0"
"Herrenfriseurgewerbe";"96.21.0"
"Herrengarderobevermietung (nicht durch Wäschereien)";"77.22.0"
"Herrenhüte, Großhandel";"46.42.1"
"Herrenhüte, Handelsvermittlung";"46.16.1"
"Herrenhüte, Herstellung";"14.29.0"
"Herrenmorgenmäntel, Großhandel";"46.42.1"
"Herrenmorgenmäntel, Handelsvermittlung";"46.16.1"
"Herrenoberbekleidung, Einzelhandel";"47.71.0"
"Herrenoberbekleidung, Großhandel";"46.42.1"
"Herrenoberbekleidung, Handelsvermittlung";"46.16.1"
"Herrenoberbekleidung aus Pelz (nicht Kopfbedeckungen), Herstellung";"14.24.0"
"Herrenoberhemden, Einzelhandel";"47.71.0"
"Herrenoberhemden, Großhandel";"46.42.1"
"Herrenoberhemden, Handelsvermittlung";"46.16.1"
"Herrenschirme, Großhandel";"46.42.1"
"Herrenschirme, Handelsvermittlung";"46.16.1"
"Herrenschirme, Herstellung";"32.99.0"
"Herrenschneiderei (Herstellung von gewebter Oberbekleidung für Herren und Knaben), Herstellung";"14.21.1"
"Herrenschneiderei (Maßanfertigung von gewebter Oberbekleidung für Herren und Knaben)";"14.21.1"
"Herrenstrümpfe, Großhandel";"46.42.1"
"Herrenstrümpfe, Handelsvermittlung";"46.16.1"
"Herrentaschentücher, Großhandel";"46.42.1"
"Herrentaschentücher, Handelsvermittlung";"46.16.1"
"Herren- und Damenfriseurgewerbe";"96.21.0"
"Herren- und Knabenoberbekleidung aus gewebten Stoffen (nicht Arbeits- oder Sportbekleidung, Uniformen), Herstellung";"14.21.1"
"Herren- und Knabenoberbekleidung aus gewirkten oder gestrickten Stoffen (nicht Arbeits- oder Sportbekleidung, Uniformen), Herstellung";"14.10.1"
"Herrenunterbekleidung, Einzelhandel";"47.71.0"
"Herrenunterbekleidung, Großhandel";"46.42.1"
"Herrenunterbekleidung, Handelsvermittlung";"46.16.1"
"Herrenwäsche, Einzelhandel";"47.71.0"
"Herrenwäsche, Großhandel";"46.42.1"
"Herrenwäsche, Handelsvermittlung";"46.16.1"
"Herrenwäsche aus gewirkten oder gestrickten Stoffen, Herstellung";"14.10.3"
"Herrichten von Tierhälften, -vierteln, Karbonadensträngen u.Ä. zu Koteletts, Schnitzeln u.Ä., Einzelhandel";"47.22.0"
"Herrnhuter Brüdergemeine";"94.91.0"
"Herstellung, Veredlung und Bearbeitung von sonstigem Glas einschließlich technischen Glaswaren";"23.15.0"
"Herstellung alkoholfreier Getränke (nicht Herstellung von Frucht- und Gemüsesäften, alkoholfreiem Bier, alkoholfreiem Wein)";"11.07.0"
"Herstellung elektrischer und elektronischer Ausrüstungsgegenstände für Kraftwagen";"29.31.0"
"Herstellung sonstiger Werkzeuge a. n. g.";"25.63.9"
"Herstellung und Runderneuerung von Bereifungen";"22.11.0"
"Herstellung von allen anderen Maschinen für sonstige bestimmte Wirtschaftszweige a. n. g.";"28.99.9"
"Herstellung von allen anderen Metallwaren a. n. g.";"25.99.9"
"Herstellung von Anstrichmitteln, Druckfarben und Kitten";"20.30.0"
"Herstellung von Apfelwein und sonstigen gegorenen Getränken aus Obst";"11.03.0"
"Herstellung von Arbeits- und Berufsbekleidung";"14.23.0"
"Herstellung von ätherischen Ölen";"20.59.3"
"Herstellung von Ausbauelementen aus Metall";"25.12.0"
"Herstellung von auswechselbaren Werkzeugen für die Metallbearbeitung a. n. g.";"25.63.3"
"Herstellung von Backwaren, ohne Dauerbackwaren";"10.71.0"
"Herstellung von Batterien und Akkumulatoren";"27.20.0"
"Herstellung von Baubedarfsartikeln aus Kunststoffen";"22.24.0"
"Herstellung von Baublöcken und Mauersteinen aus Kalksandstein oder Porenbeton";"23.61.1"
"Herstellung von Baublöcken und Mauersteinen aus sonstigem Beton, von Dachsteinen, Steinplatten und dergleichen aus Beton, Zement oder Kalksandstein";"23.61.2"
"Herstellung von Bau- und Baustoffmaschinen";"28.92.2"
"Herstellung von Bergwerksmaschinen";"28.92.1"
"Herstellung von Besen und Bürsten";"32.91.0"
"Herstellung von Bestrahlungs- und Elektrotherapiegeräten und elektromedizinischen Geräten";"26.60.0"
"Herstellung von bestückten Leiterplatten";"26.12.0"
"Herstellung von Bier";"11.05.0"
"Herstellung von Blankstahl";"24.31.0"
"Herstellung von Büromaschinen, ohne Datenverarbeitungsgeräte und periphere Geräte";"28.23.0"
"Herstellung von Büromöbeln";"31.00.1"
"Herstellung von Büro- oder Schulartikeln aus Kunststoffen";"22.26.2"
"Herstellung von Chemiefasern";"20.60.0"
"Herstellung von Dampfkesseln und Kesseln zum Erzeugen von überhitztem Wasser";"25.21.2"
"Herstellung von Datenverarbeitungsgeräten und peripheren Geräten";"26.20.0"
"Herstellung von Dauerbackwaren";"10.72.0"
"Herstellung von Drahtgestellen für Dekorationszwecke";"25.99.9"
"Herstellung von Drahtwaren, Ketten und Federn";"25.93.0"
"Herstellung von Düngemitteln und Stickstoffverbindungen";"20.15.0"
"Herstellung von elektrischem Installationsmaterial";"27.33.0"
"Herstellung von elektrischen Haushaltsgeräten";"27.51.0"
"Herstellung von elektrischen Mess-, Kontroll-, Navigations- u. ä. Instrumenten und Vorrichtungen";"26.51.1"
"Herstellung von Elektrizitätsverteilungs- und -schalteinrichtungen";"27.12.0"
"Herstellung von Elektromotoren und Generatoren";"27.11.1"
"Herstellung von elektronischen Bauelementen a. n. g.";"26.11.9"
"Herstellung von Erfrischungsgetränken und Mineralwässern";"11.07.0"
"Herstellung von Fahrrädern sowie von Behindertenfahrzeugen";"30.92.0"
"Herstellung von Fantasieschmuck";"32.13.0"
"Herstellung von Farbstoffen und Pigmenten";"20.12.0"
"Herstellung von Faserzementwaren";"23.65.0"
"Herstellung von Fässern, Trommeln, Dosen, Eimern u. ä. Behältern aus Metall";"25.91.0"
"Herstellung von Fertiggerichten";"10.85.0"
"Herstellung von festen Brennstoffen aus pflanzlicher Biomasse";"16.26.0"
"Herstellung von feuerfesten keramischen Werkstoffen und Waren";"23.20.0"
"Herstellung von Flachglas";"23.11.0"
"Herstellung von Flaschen und anderen Behältnissen aus Glas";"23.13.1"
"Herstellung von flüssigen Biokraftstoffen";"20.51.0"
"Herstellung von Freiformschmiedestücken";"25.40.1"
"Herstellung von Frischbeton, Transportbeton";"23.63.0"
"Herstellung von Frucht- und Gemüsesäften";"10.32.0"
"Herstellung von Furnier-, Sperrholz-, Holzfaser- und Holzspanplatten";"16.21.0"
"Herstellung von Futtermitteln für Nutztiere";"10.91.0"
"Herstellung von Futtermitteln für sonstige Tiere";"10.92.0"
"Herstellung von Geräten der Unterhaltungselektronik";"26.40.0"
"Herstellung von Geräten für Landwirtschaft, Gartenbau und Forstwirtschaft";"25.63.4"
"Herstellung von Geräten und Einrichtungen der Telekommunikationstechnik";"26.30.0"
"Herstellung von Gesenkschmiedeteilen";"25.40.2"
"Herstellung von gewirktem und gestricktem Stoff";"13.91.0"
"Herstellung von gewirkter und gestrickter Wäsche (ohne Miederwaren)";"14.10.3"
"Herstellung von Gipserzeugnissen für den Bau";"23.62.0"
"Herstellung von Glasfaserkabeln";"27.31.0"
"Herstellung von Glasfasern und Waren daraus";"23.14.0"
"Herstellung von handgeführten Werkzeugen mit Motorantrieb";"28.24.0"
"Herstellung von Handwerkzeugen";"25.63.1"
"Herstellung von Haushalts-, Hygiene- und Toilettenartikeln aus Zellstoff, Papier und Pappe";"17.22.0"
"Herstellung von Haushalts- oder Hauswirtschaftsartikeln aus Kunststoffen";"22.26.1"
"Herstellung von Hebezeugen und Fördermitteln";"28.22.0"
"Herstellung von Heimtextilien und konfektionierten Textilwaren für die Innenausstattung";"13.92.0"
"Herstellung von Heizkörpern für Zentralheizungen";"25.21.1"
"Herstellung von Holzbausätzen für Fertigteilbauten aus Holz";"16.23.0"
"Herstellung von Holz- und Zellstoff";"17.11.0"
"Herstellung von homogenisierten und diätetischen Nahrungsmitteln";"10.86.0"
"Herstellung von hydraulischen und pneumatischen Komponenten und Systemen";"28.12.0"
"Herstellung von Industriegasen";"20.11.0"
"Herstellung von Isolatoren und Isolierteilen aus Keramik";"23.43.0"
"Herstellung von Kalk und gebranntem Gips";"23.52.0"
"Herstellung von Kaltband mit einer Breite von weniger als 600 mm";"24.32.0"
"Herstellung von kälte- und lufttechnischen Erzeugnissen, nicht für den Haushalt";"28.25.0"
"Herstellung von Kaltfließpressteilen";"25.40.3"
"Herstellung von kaltgezogenem Draht";"24.34.0"
"Herstellung von Kaltprofilen";"24.33.0"
"Herstellung von Karosserien, Aufbauten und Anhängern";"29.20.0"
"Herstellung von Kautschuk, Kautschukmischungen und Halbzeug daraus";"22.12.1"
"Herstellung von keramischen Erzeugnissen für sonstige technische Zwecke";"23.44.0"
"Herstellung von keramischen Haushaltswaren und Ziergegenständen";"23.41.0"
"Herstellung von keramischen Wand- und Bodenfliesen und -platten";"23.31.0"
"Herstellung von Klebstoffen";"20.59.2"
"Herstellung von Körperpflegemitteln und Duftstoffen";"20.42.0"
"Herstellung von Krafträdern";"30.91.0"
"Herstellung von Küchenmöbeln";"31.00.3"
"Herstellung von Kunstharzen aus recycelten Harzen";"20.16.0"
"Herstellung von Kunststoffen in Primärformen";"20.16.0"
"Herstellung von Ladenmöbeln und sonstigen Objektmöbeln";"31.00.2"
"Herstellung von Lagern, Getrieben, Zahnrädern und Antriebselementen";"28.15.0"
"Herstellung von Lampen und Leuchten";"27.40.0"
"Herstellung von land- und forstwirtschaftlichen Maschinen";"28.30.0"
"Herstellung von Lederbekleidung und Pelzwaren";"14.24.0"
"Herstellung von Lehrmitteln (Anschauungs- und Schulungsmodelle)";"32.99.0"
"Herstellung von Lokomotiven und anderen Schienenfahrzeugen";"30.20.1"
"Herstellung von magnetischen und optischen Datenträgern";"26.70.2"
"Herstellung von Malz";"11.06.0"
"Herstellung von Margarine u. ä. Nahrungsfetten";"10.42.0"
"Herstellung von Maschinen für die additive Fertigung";"28.97.0"
"Herstellung von Maschinen für die Metallerzeugung, von Walzwerkseinrichtungen und Gießmaschinen";"28.91.0"
"Herstellung von Maschinen für die Nahrungs- und Genussmittelerzeugung und die Tabakverarbeitung";"28.93.0"
"Herstellung von Maschinen für die Papiererzeugung und -verarbeitung";"28.95.0"
"Herstellung von Maschinen für die Textil- und Bekleidungsherstellung und die Lederverarbeitung";"28.94.0"
"Herstellung von Maschinen für die Verarbeitung von Kunststoffen und Kautschuk";"28.96.0"
"Herstellung von Maschinenspannzeugen und sonstigem Zubehör für Werkzeugmaschinen";"28.42.3"
"Herstellung von Matratzen";"31.00.4"
"Herstellung von mechanischen oder elektromechanischen Signal-, Sicherungs-, Überwachungs- oder Steuergeräten für Schienenwege oder andere Verkehrswege";"30.20.2"
"Herstellung von Medikamenten";"21.20.0"
"Herstellung von medizinischen und zahnmedizinischen Apparaten und Materialien a. n. g.";"32.50.3"
"Herstellung von Mehrzweckindustrierobotern";"28.99.1"
"Herstellung von Metallkonstruktionen";"25.11.0"
"Herstellung von Milcherzeugnissen";"10.51.0"
"Herstellung von militärischen Kampffahrzeugen";"30.40.0"
"Herstellung von Mineralölerzeugnissen und von fossilen Brennstoffen";"19.20.0"
"Herstellung von Möbeln a. n. g.";"31.00.9"
"Herstellung von Mörtel und sonstigem Beton, ohne Frischbeton";"23.64.0"
"Herstellung von Münzen";"32.11.0"
"Herstellung von Musikinstrumenten";"32.20.0"
"Herstellung von nicht elektrischen Haushaltsartikeln aus Metall";"25.99.1"
"Herstellung von nichtelektrischen Haushaltsgeräten";"27.52.0"
"Herstellung von nicht elektrischen Mess-, Kontroll-, Navigations- u. ä. Instrumenten und Vorrichtungen";"26.51.2"
"Herstellung von Nutzkraftwagen und Nutzkraftwagenmotoren";"29.10.2"
"Herstellung von Oberbekleidung für Damen und Mädchen";"14.21.2"
"Herstellung von Oberbekleidung für Damen und Mädchen aus gewirktem und gestricktem Stoff";"14.10.2"
"Herstellung von Oberbekleidung für Herren und Knaben";"14.21.1"
"Herstellung von Oberbekleidung für Herren und Knaben aus gewirktem und gestricktem Stoff";"14.10.1"
"Herstellung von Öfen und Brennern sowie von ortsfesten Heizgeräten für den Haushalt a. n. g.";"28.21.9"
"Herstellung von Ölen und Fetten, ohne Margarine u. ä. Nahrungsfette";"10.41.0"
"Herstellung von optischen und fotografischen Instrumenten und Geräten";"26.70.1"
"Herstellung von orthopädischen Erzeugnissen";"32.50.1"
"Herstellung von Paletten und anderen Ladungsträgern aus Holz";"16.24.1"
"Herstellung von Papier, Karton und Pappe";"17.12.0"
"Herstellung von Parketttafeln";"16.22.0"
"Herstellung von Parksysteme für Tiefgaragen";"28.22.0"
"Herstellung von Personenkraftwagen und Personenkraftwagenmotoren";"29.10.1"
"Herstellung von pharmazeutischen Grundstoffen";"21.10.0"
"Herstellung von pharmazeutischen Spezialitäten und sonstigen pharmazeutischen Erzeugnissen";"21.20.0"
"Herstellung von Platten, Folien, Schläuchen und Profilen aus Kunststoffen";"22.21.0"
"Herstellung von Polstermöbeln";"31.00.5"
"Herstellung von Präzisionsstahlrohren";"24.20.2"
"Herstellung von Press-, Zieh- und Stanzteilen";"25.40.4"
"Herstellung von Prüfmaschinen";"26.51.3"
"Herstellung von pulvermetallurgischen Erzeugnissen";"25.40.5"
"Herstellung von pyrotechnischen Erzeugnissen";"20.59.1"
"Herstellung von Reinraumfiltern und Reinraumanlagen (ohne deren Einbau oder Installation)";"28.25.0"
"Herstellung von Reisegepäck, Handtaschen, Sattlerwaren und Geschirren aus Stoffen aller Art";"15.12.0"
"Herstellung von Rohrform-, Rohrverschluss- und Rohrverbindungsstücken aus Stahl";"24.20.3"
"Herstellung von Sägen und von Maschinenwerkzeugen für die Holzbearbeitung";"25.63.2"
"Herstellung von Sammelbehältern, Tanks u. ä. Behältern aus Metall";"25.22.0"
"Herstellung von Sanitärkeramik";"23.42.0"
